repo,n_classes,cbo_mean,cbo_median,cbo_std,dit_mean,dit_median,dit_std,lcom_mean,lcom_median,lcom_std
codingapi/tx-lcn,222,4.954955,4.000000,4.036905,1.211712,1.000000,0.627606,6.337838,0.000000,43.437773
Jacksgong/JKeyboardPanelSwitch,50,5.200000,3.000000,5.066899,1.300000,1.000000,0.462910,7.380000,0.000000,13.705190
ReVanced/revanced-patches,435,5.250575,3.000000,6.272919,1.367816,1.000000,0.646061,17.937931,0.000000,156.713682
oddfar/campus-imaotai,218,6.339450,5.000000,5.741305,1.412844,1.000000,1.169592,20.376147,1.000000,78.430255
code4craft/tiny-spring,106,3.084906,2.000000,3.225251,1.150943,1.000000,0.409237,2.367925,0.000000,6.314497
alibaba/Tangram-Android,574,5.259582,3.000000,7.162088,1.677700,1.000000,1.143595,23.210801,0.000000,121.158410
oblac/jodd,728,3.993132,3.000000,4.476896,1.440934,1.000000,1.332826,12.949176,0.000000,59.228663
jitsi/jitsi,3217,5.438607,3.000000,8.258422,1.901150,1.000000,2.531184,39.370532,0.000000,211.327744
jbloch/effective-java-3e-source-code,202,1.128713,1.000000,1.080477,1.188119,1.000000,0.657341,1.326733,0.000000,3.478745
qstumn/BadgeView,35,4.342857,2.000000,5.351981,1.314286,1.000000,0.582663,49.885714,0.000000,220.938609
xcltapestry/XCL-Charts,327,7.740061,3.000000,9.806237,2.177370,1.000000,1.554444,49.042813,4.000000,157.798130
freeok/so-novel,83,5.939759,5.000000,5.239041,1.168675,1.000000,0.463793,2.759036,0.000000,4.920317
binIoter/GuideView,35,3.742857,2.000000,4.500607,1.371429,1.000000,0.731063,8.228571,1.000000,35.275459
rengwuxian/RxJavaSamples,53,4.547170,3.000000,5.372888,1.396226,1.000000,0.742647,1.603774,0.000000,3.799492
promeG/TinyPinyin,65,2.061538,1.000000,2.952102,1.092308,1.000000,0.341096,8.753846,0.000000,57.798689
RipMeApp/ripme,320,5.015625,4.000000,3.456366,2.540625,2.000000,1.285891,28.250000,4.000000,94.416406
databricks/learning-spark,133,2.827068,2.000000,3.454271,1.015038,1.000000,0.122162,1.796992,0.000000,12.091670
VaughnVernon/IDDD_Samples,651,4.737327,3.000000,5.572747,1.663594,1.000000,1.073690,27.327189,5.000000,93.391313
JabRef/jabref,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
uber/NullAway,579,4.556131,2.000000,8.768942,1.221071,1.000000,0.508922,52.056995,0.000000,330.675646
uknownothingsnow/CircleProgress,25,5.760000,6.000000,4.215843,1.680000,2.000000,0.690411,85.760000,1.000000,244.340828
alibaba/jstorm,3956,5.544995,4.000000,6.567802,1.551314,1.000000,2.009873,42.374115,1.000000,526.012532
ZHENFENG13/My-Blog,58,4.758621,3.000000,5.798700,1.051724,1.000000,0.393919,29.551724,5.000000,62.485415
CameraKit/blurkit-android,10,6.100000,5.000000,5.646041,1.500000,1.000000,0.707107,30.300000,0.000000,90.002531
shopizer-ecommerce/shopizer,1233,7.936740,4.000000,9.723827,1.682887,1.000000,0.979916,34.145174,2.000000,130.939193
fesh0r/fernflower,698,4.421203,1.000000,7.851397,1.227794,1.000000,0.625591,37.565903,0.000000,507.356487
kermitt2/grobid,563,5.287744,3.000000,7.312957,1.252220,1.000000,0.590833,133.952043,0.000000,2012.404412
willowtreeapps/spruce-android,122,4.860656,3.000000,6.094728,1.368852,1.000000,0.751866,5.352459,0.000000,30.992114
Helium314/HeliBoard,237,6.666667,4.000000,8.918811,1.468354,1.000000,0.918300,71.059072,2.000000,261.871048
JCTools/JCTools,788,4.601523,3.000000,5.363399,3.908629,2.500000,3.361608,19.965736,0.000000,82.093170
ryanhoo/StylishMusicPlayer,194,5.025773,3.000000,5.792111,1.309278,1.000000,0.649604,13.216495,0.000000,40.406927
sofastack/sofa-jraft,1438,6.228095,3.000000,8.564999,1.463839,1.000000,1.088825,76.504868,1.000000,318.959573
lihangleo2/ShadowLayout,65,4.000000,2.000000,5.559339,1.138462,1.000000,0.348072,21.615385,0.000000,103.068650
google/rejoiner,131,6.618321,5.000000,6.219644,1.572519,1.000000,1.045360,4.923664,0.000000,14.935048
huburt-Hu/NewbieGuide,78,4.307692,3.000000,4.562147,1.179487,1.000000,0.418519,10.435897,0.000000,65.120785
grpc-ecosystem/grpc-spring,418,6.605263,6.000000,5.249156,1.478469,1.000000,1.146683,5.368421,0.000000,24.048974
Mojang/brigadier,85,6.635294,5.000000,5.437627,1.152941,1.000000,0.393576,44.552941,0.000000,231.112965
mbechler/marshalsec,72,7.291667,6.000000,5.640491,1.819444,1.000000,1.025401,14.583333,1.000000,39.035105
rockerhieu/emojicon,39,5.153846,4.000000,5.239217,1.564103,1.000000,0.787898,6.769231,0.000000,12.984731
vert-x3/vertx-examples,451,5.339246,5.000000,2.654596,1.822616,2.000000,0.520276,1.017738,1.000000,2.500604
undertow-io/undertow,3103,5.203674,3.000000,6.364272,1.241702,1.000000,0.717454,36.599420,0.000000,501.717312
davideas/FlexibleAdapter,326,6.024540,4.000000,7.617753,2.113497,1.000000,1.640638,102.309816,1.000000,1467.201856
anggrayudi/android-hidden-api,4,8.000000,7.500000,5.477226,1.000000,1.000000,0.000000,56.500000,0.500000,112.334322
johncarl81/parceler,440,4.693182,3.000000,7.075509,1.350000,1.000000,1.321023,16.588636,0.000000,219.619191
spring-cloud/spring-cloud-kubernetes,1091,7.887259,6.000000,6.585857,1.261228,1.000000,0.555663,4.967003,0.000000,22.385382
code4craft/netty-learning,1164,5.063574,4.000000,4.803203,1.650344,1.000000,1.126057,39.249141,1.000000,377.978812
nytimes/Store,290,6.200000,5.000000,4.983849,1.562069,1.000000,3.138875,17.055172,1.000000,124.665603
lenve/JavaEETest,154,3.519481,3.000000,3.395924,1.097403,1.000000,0.357359,3.266234,0.000000,9.688645
dromara/liteflow,1965,4.961832,3.000000,4.898051,1.803053,2.000000,0.665861,15.005598,0.000000,122.913546
alamkanak/Android-Week-View,27,3.629630,2.000000,7.201219,1.259259,1.000000,0.594371,238.333333,0.000000,1189.257590
rom1v/sndcpy,4,7.750000,4.500000,8.261356,2.000000,2.000000,0.816497,20.250000,0.000000,40.500000
xcc3641/SeeWeather,106,4.924528,3.000000,5.804265,1.537736,1.000000,1.196618,6.122642,1.000000,14.984247
springdoc/springdoc-openapi,3750,3.931733,3.000000,4.781001,1.313867,1.000000,0.623531,9.059733,0.000000,107.431968
ferredoxin/QNotified,511,6.005871,4.000000,6.216831,1.630137,1.000000,1.220010,47.767123,0.000000,505.760567
Creators-of-Create/Create,2533,10.755626,8.000000,10.219737,1.809317,2.000000,1.177209,28.096328,3.000000,114.633234
freeplane/freeplane,3560,4.547753,3.000000,6.396119,1.564607,1.000000,1.290066,48.397472,0.000000,532.415618
apache/incubator-kie-optaplanner,3215,7.250700,5.000000,6.908774,1.841058,1.000000,1.208477,49.220840,1.000000,436.981218
NotFound9/interviewGuide,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
graphql-java/graphql-java,1350,8.326667,5.000000,10.572526,1.394074,1.000000,0.963512,33.437778,1.000000,176.549454
doocs/leetcode,152,2.743421,2.000000,2.014835,1.006579,1.000000,0.081111,0.342105,0.000000,0.862042
